SECTION,SECTION NAME,PART,SUBSECTION,SUBSECTION NAME,DESCRIPTION
"=""096262""",METAL FLOORING TRANSITIONS,PART 1 - GENERAL,1.3-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action."
"=""096262""",METAL FLOORING TRANSITIONS,PART 1 - GENERAL,1.3-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished flooring transitions. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work."
"=""096262""",METAL FLOORING TRANSITIONS,PART 1 - GENERAL,1.3-C,SUBMITTALS,"C. Maintenance Material Submittals: PAGE : 710 
1. Before Final Completion, deliver to the Owner flooring transition cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each flooring transition type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096513""",BASE AND ACCESSORIES,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action."
"=""096513""",BASE AND ACCESSORIES,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished resilient base and accessories. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096513""",BASE AND ACCESSORIES,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner resilient base and accessory cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each resilient base and accessory type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096516""",RESILIENT SHEET FLOORING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans drawn to scale and showing resilient sheet flooring custom patterns and inlays, and seam layouts. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans. 
3. Material Samples: a. Submit at least 8-inch square representative samples of each resilient sheet flooring color, finish, and variety. b. Submit at least 8-inch long representative samples of each welding rod selected or required for each resilient sheet flooring color, finish, and variety. 
4. Seam Samples: a. Submit at least 8- by 10-inch samples of each seam required for each resilient sheet flooring color, finish, and variety, with seam in center of each sample. b. Samples are representative samples of actual finishes, and must be prepared by the same installer’s personnel designated to perform the work of this specification section."
"=""096516""",RESILIENT SHEET FLOORING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished resilient sheet flooring. PAGE : 726 a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096516""",RESILIENT SHEET FLOORING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit copies of manufacturer’s instructions and other requirements and recommendations for resilient sheet flooring maintenance, cleaning, and repair to the Architect as a condition of project closeout."
"=""096516""",RESILIENT SHEET FLOORING,PART 1 - GENERAL,1.4-D,SUBMITTALS,"D. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner resilient sheet flooring cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each resilient sheet flooring type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096519""",RESILIENT TILE FLOORING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans drawn to scale and showing resilient tile flooring custom patterns and inlays, and seam layouts. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans. 
3. Samples: Submit at least 8-inch square representative samples of each resilient tile flooring color, finish, and variety."
"=""096519""",RESILIENT TILE FLOORING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished resilient tile flooring. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096519""",RESILIENT TILE FLOORING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit copies of manufacturer’s instructions and other requirements and recommendations for resilient tile flooring maintenance, cleaning, and repair to the Architect as a condition of project closeout. PAGE : 738"
"=""096519""",RESILIENT TILE FLOORING,PART 1 - GENERAL,1.4-D,SUBMITTALS,"D. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner resilient tile flooring cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each resilient tile flooring type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096523""",– RESILIENT PLANK FLOORING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans drawn to scale and showing resilient plank flooring custom patterns and inlays, and seam layouts. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans. 
3. Samples: Submit at least 8-inch square representative samples of each resilient plank flooring color, finish, and variety."
"=""096523""",– RESILIENT PLANK FLOORING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished resilient plank flooring. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096523""",– RESILIENT PLANK FLOORING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit copies of manufacturer’s instructions and other requirements and recommendations for resilient plank flooring maintenance, cleaning, and repair to the Architect as a condition of project closeout. PAGE : 750"
"=""096523""",– RESILIENT PLANK FLOORING,PART 1 - GENERAL,1.4-D,SUBMITTALS,"D. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner resilient plank flooring cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each resilient plank flooring type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096536""",– STATIC CONTROL RESILIENT FLOORING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans drawn to scale and showing resilient tile flooring custom patterns and inlays, and seam layouts. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans. 
3. Samples: Submit at least 8-inch square representative samples of each resilient tile flooring color, finish, and variety."
"=""096536""",– STATIC CONTROL RESILIENT FLOORING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished resilient tile flooring. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096536""",– STATIC CONTROL RESILIENT FLOORING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit copies of manufacturer’s instructions and other requirements and recommendations for resilient tile flooring maintenance, cleaning, and repair to the Architect as a condition of project closeout. PAGE : 760"
"=""096536""",– STATIC CONTROL RESILIENT FLOORING,PART 1 - GENERAL,1.4-D,SUBMITTALS,"D. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner resilient tile flooring cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each resilient tile flooring type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""096813""",TILE CARPETING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans drawn to scale and showing carpet and seam layouts. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans. 
3. Samples: Submit at least 8-inch square representative samples of each carpet color, finish, and variety."
"=""096813""",TILE CARPETING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished carpet. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""096813""",TILE CARPETING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each carpeting type, color, composition, grade, finish, and variety, but not less than one unopened gallon or container. 
3. Submit manufacturer-recommended cleaning materials, accessories, and manufacturer’s instructions and other requirements and recommendations for PAGE : 770 maintenance and cleaning of carpet surfaces, including a comprehensive list of known chemicals that should not come into contact with carpet surfaces."
"=""097210""",CONTRACT WALL COVERINGS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Samples: Submit at least 8-inch square representative samples of each wall covering color, finish, and variety."
"=""097210""",CONTRACT WALL COVERINGS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished wall coverings. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""097210""",CONTRACT WALL COVERINGS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner wall covering cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each wall covering type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""097243""",GRAPHIC FILM WALL COVERINGS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Samples: Submit at least 8-inch square representative samples of each wall covering color, finish, and variety."
"=""097243""",GRAPHIC FILM WALL COVERINGS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished wall coverings. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""097243""",GRAPHIC FILM WALL COVERINGS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner wall covering cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each wall covering type, color, composition, grade, finish, and variety, but not less than one unopened box or container."
"=""097500""",STONE WALL FACING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. For manufactured items, submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans and elevations drawn to scale and showing stone wall facing layout, materials, joints, edge conditions, and finishes. Show locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans and elevations. 
3. Samples: a. Submit at least 8-inch square representative samples of each stone wall facing variety for each specified color and finish, glued to hardboard backing. Grout all joints with specified grout."
"=""097500""",STONE WALL FACING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished stone wall facing installation materials and accessories. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""097500""",STONE WALL FACING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: Before Final Completion, deliver to the Owner stone wall facing cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
1. Furnish at least 2 percent of the total installed for each stone wall facing type, color, composition, grade, finish, and variety. 
2. Furnish at least 2 percent of the total amount installed for each grout type, color, and composition. but not less than one unopened container. PAGE : 795"
"=""097713""",STRETCHED FABRIC WALL SURFACING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned elevations drawn to scale and showing wall surfacing system layout, materials, joints, edge conditions, and finishes. Show locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to elevations. 
3. Samples: a. Submit at least 8-inch square representative samples of each wall surfacing system variety for each specified color and finish. b. Submit at least 8-inch long representative samples of each wall surfacing system trim variety in each specified color and finish."
"=""097713""",STRETCHED FABRIC WALL SURFACING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished wall surfacing. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""097713""",STRETCHED FABRIC WALL SURFACING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner fabric facing cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each fabric facing type, color, composition, grade, finish, and variety. PAGE : 805"
"=""097733""",– FRP WALL PANELS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned elevations drawn to scale and showing FRP panel layout, materials, joints, edge conditions, and finishes. Show locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to elevations. 
3. Samples: a. Submit at least 8-inch square representative samples of each FRP panel variety for each specified color and finish. b. Submit at least 8-inch long representative samples of each FRP panel trim variety in each specified color and finish."
"=""097733""",– FRP WALL PANELS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished FRP panels. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""097733""",– FRP WALL PANELS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner FRP panel cleaning materials, equipment, accessories, and instructions; and extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish at least 2 percent of the total installed for each FRP panel type, color, composition, grade, finish, and variety, but not less than 3 FRP panels. PAGE : 813"
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,A. Product Data: For each type of metal louver and accessory included within wall system.
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-B,ACTION SUBMITTALS,"B. Shop Drawings: For metal louver wall system and accessories. Include plans, elevations, sections, and attachment details. Show louver profiles, angles, and spacing."
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-C,ACTION SUBMITTALS,"C. Samples: For each exposed product and for each type, color, and finish specified, 12 inches (305 mm) long in size."
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-D,ACTION SUBMITTALS,D. Samples for Initial Selection: For metal louver wall units and accessories with factory- applied colors and finishes.
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-E,ACTION SUBMITTALS,"E. Samples for Verification: For the following products: 
1. Metal Louver Wall Units: 12 inches (305 mm) long by full-width Samples of each type, color, and finish and a 12-inch- (305-mm-) long spliced section. 
2. End Caps: Full-size units for each matching metal louver wall unit."
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.4-F,ACTION SUBMITTALS,"F. Delegated Design Submittals: For design of seismic restraints and attachment devices indicated to comply with performance requirements and design criteria, including analysis data signed and sealed by the qualified professional engineer responsible for their preparation. PAGE : 821"
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.5-A,INFORMATIONAL SUBMITTALS,A. Qualification Statements: For Installer and delegated design engineer.
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.6-A,CLOSEOUT SUBMITTALS,A. Maintenance Data: For finishes.
"=""097773""",METAL LOUVER WALL SYSTEMS,PART 1 - GENERAL,1.7-A,MAINTENANCE MATERIAL SUBMITTALS,"A. Extra Stock Material: Furnish extra materials, from the same production run, to Owner that match products installed and that are packaged with protective covering for storage and identified with labels describing contents. 
1. Metal Louver Wall System Components: Quantity of each metal wall louver unit and accessory equal to 2 percent of quantity installed."
"=""098133""","SEALANTS, AND ACCESSORIES",PART 1 - GENERAL,1.3-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action."
"=""098133""","SEALANTS, AND ACCESSORIES",PART 1 - GENERAL,1.3-B,SUBMITTALS,"B. Informational Submittals: Submit manufacturer’s instructions for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Submit manufacturer-prepared published instructions for proper installation of furnished insulation. 
2. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. 
3. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. PAGE : 827"
"=""098453""",SOUND BARRIER MULLION TRIM CAP,PART 1 - GENERAL,1.03-A,ACTION SUBMITTALS,"A. Product Data: 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes for sound barrier wall end cap system."
"=""098453""",SOUND BARRIER MULLION TRIM CAP,PART 1 - GENERAL,1.03-B,ACTION SUBMITTALS,"B. Shop Drawings: 
1. Include typical dimensioned cross-section(s) at the location where drywall partition terminates at the perimeter curtain wall, indicating: a. Dimensions b. Finish"
"=""098453""",SOUND BARRIER MULLION TRIM CAP,PART 1 - GENERAL,1.03-C,ACTION SUBMITTALS,"C. Samples: For each exposed product and for each color and texture specified. 
1. Size: 6 inch (152 mm) sound barrier mullion trim cap sample and 2” x3-1/2” (51 mm x 89 mm) custom color paint sample."
"=""098453""",SOUND BARRIER MULLION TRIM CAP,PART 1 - GENERAL,1.04-A,INFORMATIONAL SUBMITTALS PAGE  837,A. Qualification Data: For Installer.
"=""098453""",SOUND BARRIER MULLION TRIM CAP,PART 1 - GENERAL,1.04-B,INFORMATIONAL SUBMITTALS PAGE  837,"B. Product Test Reports: For each sound barrier mullion trim cap assembly, for ASTM E 90 tests performed by a qualified third party testing agency."
"=""099100""",Not Found,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Paint Schedule: a. Prepare a list of specified finishes and their project locations, with selected products identified for each coat of every finish. b. Identify substrates to which each specified finish is applied, including surface preparation methods and primers for each substrate. 
3. Samples: Submit 8-1/2-inch by 11-inch drawdown cards of each specified color and sheen. Label each card with project location."
"=""099100""",Not Found,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Maintenance Material Submittals: 
1. Before Final Completion, deliver to the Owner extra stock materials to replace those worn or damaged as a result of normal occupancy. 
2. Furnish one unopened gallon or container for each paint type, color, composition, grade, finish, and variety. 
3. Submit manufacturer-recommended cleaning materials, accessories, and manufacturer’s instructions and other requirements and recommendations for maintenance and cleaning of painted surfaces, including a comprehensive list of known chemicals that should not come into contact with painted surfaces."
"=""099713""",PERFORMANCE STEEL COATINGS,PART 1 - GENERAL,1.5-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs), and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Samples: Submit 8-1/2-inch by 11-inch drawdown cards of each specified color and sheen. Label each card with project location."
