,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
910,102600,WALL AND DOOR PROTECTION,1.6-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Corner-Guard Covers: Full-size plastic covers of maximum length equal to 2 percent of 
each type, color, and texture of cover installed, but no fewer than two, 48-inch- long 
units.",Full-size plastic covers
911,102600,WALL AND DOOR PROTECTION,1.6-A-3,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"3. Mounting and Accessory Components: Amounts proportional to the quantities of extra 
materials. Package mounting and accessory components with each extra material.",Accessory Components
912,102600,WALL AND DOOR PROTECTION,1.8-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
 
a. Structural failures including detachment of components from each other or from 
the substrates, delamination, and permanent deformation beyond normal use. 
b. Deterioration of metals, metal finishes, plastics, and other materials beyond normal 
use.",normal
913,102600,WALL AND DOOR PROTECTION,1.8-A-2,WARRANTY,Special Warranty,2. Warranty Period: Five years from date of Substantial Completion.,Substantial Completion
914,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes.",Include construction details
915,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-2,ACTION SUBMITTALS,Product Data,"2. Include anchoring and mounting requirements, including requirements for cutouts in 
other work and substrate preparation.",Include anchoring
916,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-3,ACTION SUBMITTALS,Product Data,3. Include electrical characteristics.,Include electrical characteristics
917,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-B-1,ACTION SUBMITTALS,Samples,1. Approved full-size Samples will be returned and may be used in the Work.,Approved full-size Samples
918,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-C-1,ACTION SUBMITTALS,Product Schedule,1. Identify locations using room designations indicated.,Identify locations
919,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-C-2,ACTION SUBMITTALS,Product Schedule,2. Identify accessories using designations indicated.,Identify accessories
920,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-D-1,ACTION SUBMITTALS,Delegated-Design Submittal,"1. Include structural design calculations indicating compliance with specified structural- 
performance requirements.",performance requirements
921,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.6-A,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranties.,Sample Warranty
922,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.7-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For accessories to include in maintenance manuals.,Maintenance Data
923,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.8-A-1,WARRANTY,Manufacturers Warranty,"1. Failures include, but are not limited to, visible silver spoilage defects.",Failures include
924,102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.8-A-2,WARRANTY,Manufacturers Warranty,2. Warranty Period: 10 years from date of Substantial Completion.,Substantial Completion
925,104413,FIRE PROTECTION CABINETS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Show door hardware, cabinet type, trim style, and panel style. Include roughing-in 
dimensions and details showing recessed-mounting method and relationships of box and 
trim to surrounding construction.",Show door hardware
926,104413,FIRE PROTECTION CABINETS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachments to other work. 
 
RFI 037 - Samples Required for DFH,",RFI
927,104413,FIRE PROTECTION CABINETS,1.4-C,ACTION SUBMITTALS,Samples,"Samples : For each type of exposed finish required. Drywall, Toilet Acc, FP Cabinets",exposed finish required
928,104413,FIRE PROTECTION CABINETS,1.4-D,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For each type of exposed finish required.,exposed finish required
929,104413,FIRE PROTECTION CABINETS,1.4-E,ACTION SUBMITTALS,Samples,"Samples for Verification : For each type of exposed finish required, prepared on samples 6 by 6 
inches square.",exposed finish required
930,104413,FIRE PROTECTION CABINETS,1.4-F,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For fire-protection cabinets. Coordinate final fire-protection cabinet schedule 
with fire-extinguisher schedule to ensure proper fit and function.",fire-protection cabinet schedule
931,104413,FIRE PROTECTION CABINETS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For fire-protection cabinets to include in maintenance manuals.,Maintenance Data
932,104416,FIRE EXTINGUISHERS,1.3-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Review methods and procedures related to fire extinguishers including, but not limited to, 
the following: 
a. Schedules and coordination requirements.",fire extinguishers including
933,104416,FIRE EXTINGUISHERS,1.4-A,ACTION SUBMITTALS,Product Data,"Product Data : For each type of product. Include rating and classification, material descriptions, 
dimensions of individual components and profiles, and finishes for fire extinguisher.",Product Data
934,104416,FIRE EXTINGUISHERS,1.4-B,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For fire extinguishers. Coordinate final fire-extinguisher schedule with fire-
protection cabinet schedule to ensure proper fit and function.",Product Schedule
935,104416,FIRE EXTINGUISHERS,1.5-A,INFORMATIONAL SUBMITTALS,Warranty,Warranty : Sample of special warranty.,Sample of special
936,104416,FIRE EXTINGUISHERS,1.6-A,CLOSEOUT SUBMITTALS,O&M Manuals,Operation and Maintenance Data : For fire extinguishers to include in maintenance manuals.,Maintenance Data
937,104416,FIRE EXTINGUISHERS,1.8-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Failure of hydrostatic test according to NFPA 10 when testing interval required by 
NFPA 10 is within the warranty period. 
b. Faulty operation of valves or release levers.",NFPA
938,104416,FIRE EXTINGUISHERS,1.8-A-2,WARRANTY,Special Warranty,2. Warranty Period: Six years from date of Substantial Completion.,Substantial Completion
939,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.10-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures. 
b. Faulty operation of locks or hardware. 
c. Deterioration of wood, finishes, and other materials beyond normal use.",Failures include
940,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.10-A-2,WARRANTY,Special Warranty,2. Warranty Period: Three years from date of Substantial Completion.,Substantial Completion
941,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes for each type of locker and bench.",Include construction details
942,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details.",elevations
943,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,2. Show details full size.,Show details
944,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Show locations and sizes of furring, blocking, and hanging strips, including concealed 
blocking and reinforcement specified in other Sections.",including concealed blocking
945,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-4,ACTION SUBMITTALS,Shop Drawings,4. Show locations and sizes of cutouts and holes for items installed in lockers.,Show locations
946,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-5,ACTION SUBMITTALS,Shop Drawings,"5. Show locker fillers, trim, base, sloping tops, and accessories.",trim
947,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-6,ACTION SUBMITTALS,Shop Drawings,6. Show locker identification system and numbering sequence.,Show locker
948,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-1,ACTION SUBMITTALS,Samples,1. High-pressure decorative laminates.,High-pressure decorative laminates
949,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-2,ACTION SUBMITTALS,Samples,2. Thermoset decorative overlay panels.,Thermoset decorative
950,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-3,ACTION SUBMITTALS,Samples,3. Carpet.,Carpet
951,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Plastic-laminate-clad panels, not less than 8 by 10 inches, for each type, color, pattern, 
and surface finish, with separate samples of unfaced panel product used for core.",inches
952,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Thermoset decorative-overlay-surfaced panels, not less than 8 by 10 inches, for each 
type, color, pattern, and surface finish. 
",Thermoset
953,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-3,ACTION SUBMITTALS,Samples,"3. Corner pieces of locker front frame joints between stiles and rail, as well as exposed end 
pieces, not less than 18 inches wide by 18 inches high by 6 inches deep.",inches
954,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-4,ACTION SUBMITTALS,Samples,"4. Exposed cabinet hardware and accessories, one unit for each type and finish.",Exposed cabinet hardware
955,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-5,ACTION SUBMITTALS,Samples,"5. Carpet, not less than 8 by 10 inches, for each type, color, and pattern.",Carpet
956,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
957,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.4-B,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty.,Sample Warranty
958,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,"Maintenance Data : For adjusting, repairing, and replacing locker doors and latching 
mechanisms to include in maintenance manuals.",replacing locker doors
959,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Locker doors, complete with specified door hardware. Furnish no fewer than five doors 
of each type and color installed.",doors
960,105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.6-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Units of the following locker hardware items equal to 10 percent of amount installed for 
each type and finish installed, but no fewer than five units: 
a. Hinges. 
b. Pulls. 
c. Shelf rests. 
d. Cylinder locks. 
e. Hooks.",Pulls. c. Shelf
961,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-A,SUBMITTALS,Product Data,"Submit manufacturers product data. Include construction details, material descriptions,
profiles and finishes of components.",Submit manufacturers product
962,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-B,SUBMITTALS,Shop Drawings,"Submit shop drawings. Include plans, elevations, and details.",Submit shop drawings
963,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-C-1,SUBMITTALS,Samples,"1. When requested, submit samples for each exposed finish required, in same thickness 
and material indicated for the work and in size indicated below. If finishes involve 
normal color variations, include sample sets consisting of two or more units showing 
the full range of variations expected. 
a. Sandwich panels: 7x12 units 
b. Factory finished aluminum: 5 long sections",Sandwich panels
964,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-D,SUBMITTALS,Certificates,"Submit Installer Certificate, signed by installer, certifying compliance with project
qualification requirements.",Submit Installer Certificate
965,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-E-1,SUBMITTALS,Performance Data,"1. Reports required (if applicable) are: 
a. International Building Code Evaluation Report (AC 177) 
 
b. Flame Spread and Smoke Developed (UL 723) Submit UL Card 
c. Burn Extent (ASTM D 635) 
d. Color Difference (ASTM D 2244) 
e. Impact Strength (UL 972) 
f. Bond Tensile Strength (ASTM C 297 after aging by ASTM D 1037) 
g. Bond Shear Strength (ASTM D 1002) 
h. Beam Bending Strength (ASTM E 72) 
i. Insulation U-Factor (NFRC 100 or ASTM C-236) 
j. 1200F Fire Resistance (SWRI) 
k. Fall Through Resistance (ASTM E 661) 
l. Class A Roof Covering Burning Brand (ASTM E 108)",Building Code Evaluation
966,107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-F,SUBMITTALS,Delegated-Design Submittal,Delegated-Design Submittal : For pre-engineered canopy system.,Delegated-Design Submittal
967,107300,PRE-ENGINEERED CANOPY SYSTEM,1.3-A,CLOSEOUT SUBMITTALS,Maintenance Data,Provide project maintenance manuals.,Provide project maintenance
968,107300,PRE-ENGINEERED CANOPY SYSTEM,1.5-C-1,PERFORMANCE REQUIREMENTS,Delegated-Design Submittal,"1. Include structural analysis data signed and sealed by the qualified professional engineer 
responsible for their preparation.",Include structural
969,107300,PRE-ENGINEERED CANOPY SYSTEM,1.7-A,WARRANTY,Warranty,"Provide manufacturer's and installer's written warranty agreeing to repair or replace canopy
system work, which fails in materials or workmanship within five year from the date of
delivery. Failure of materials or workmanship shall include leakage, excessive deflection,
deterioration of finish on metal in excess of normal weathering, defects in accessories,
insulated translucent sandwich panels and other components of the work.",installer written warranty
970,111316,LOADING DOCK SEALS AND SHELTERS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes.",Include construction details
971,111316,LOADING DOCK SEALS AND SHELTERS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Include electrical characteristics of inflatable blower motor.,Include electrical
972,111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details.",elevations
973,111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Detail assemblies and indicate dimensions, weights, required clearances, method of field 
assembly, components, and location and size of anchors and field connection.",required clearances
974,111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Include diagrams for power, signal, and control wiring of inflatable blower motor.",signal
975,111316,LOADING DOCK SEALS AND SHELTERS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type of fabric indicated.,Samples for Verification
976,111316,LOADING DOCK SEALS AND SHELTERS,1.5-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For inflatable units to include in operation and maintenance 
manuals.",Maintenance Data
977,111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-1,WARRANTY,Manufacturers Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures including cracked or broken structural support members, load- 
bearing welds, and front and rear hinges. 
b. Faulty operation of operators, control system, or hardware. 
c. Deck plate failures including cracked plate or permanent deformation in excess of 
1/4 inch between deck supports. 
d. Hydraulic system failures including failure of hydraulic seals and cylinders.",failures including
978,111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-2,WARRANTY,Manufacturers Warranty,2. Warranty Period for Structural Assembly: 10 years from date of Substantial Completion.,Structural Assembly
979,111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-3,WARRANTY,Manufacturers Warranty,3. Warranty Period for Hydraulic System: Five years from date of Substantial Completion.,Hydraulic System
980,111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-4,WARRANTY,Manufacturers Warranty,"4. Warranty shall be for unlimited usage of leveler for the specified rated capacity over the 
term of the warranty.",unlimited usage
981,111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Inspect and discuss electrical roughing-in, equipment bases, and other preparatory work 
specified elsewhere.",discuss electrical roughing-in
982,111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review sequence of operation for each type of loading dock equipment.,loading dock equipment
983,111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-3,PREINSTALLATION MEETINGS,Meetings,3. Review coordination of interlocked equipment specified in this Section and elsewhere.,Section
984,111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-4,PREINSTALLATION MEETINGS,Meetings,"4. Review required testing, inspecting, and certifying procedures.",inspecting
985,111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes for stationary loading dock equipment.",Include construction details
986,111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-A-2,ACTION SUBMITTALS,Product Data,"2. Include rated capacities, operating characteristics, electrical characteristics, and furnished 
specialties and accessories.",Include rated capacities
987,111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details.",elevations
988,111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of equipment assemblies. Indicate dimensions, weights, loads, required 
clearances, method of field assembly, components, and location and size of anchors and 
each field connection.",Include details
989,111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Include diagrams for power, signal, and control wiring.",signal
990,111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
991,111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
992,111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-C-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. Indicate compliance of dock levelers with requirements in MH 30.1 for determining rated 
capacity based on comprehensive testing within last two years of current products.",current products
993,111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-C-2,INFORMATIONAL SUBMITTALS,Test Reports,2. Submittal Form: According to MH 30.1.,Submittal Form
994,111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-D,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranty.,manufacturer special warranty
995,111319,STATIONARY LOADING DOCK EQUIPMENT,1.8-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For stationary loading dock equipment to include in operation 
and maintenance manuals.",stationary loading dock
996,111319,STATIONARY LOADING DOCK EQUIPMENT,3.6-A,MAINTENANCE SERVICE,Maintenance Data,"Beginning at Substantial Completion, maintenance service shall include 12 months' full
maintenance by skilled employees of loading dock equipment Installer. Include preventive
maintenance, repair or replacement of worn or defective components, lubrication, cleaning, and
adjusting as required for proper loading dock equipment operation at rated speed and capacity.
Parts and supplies shall be manufacturer's authorized replacement parts and supplies.",dock equipment Installer
997,111319,STATIONARY LOADING DOCK EQUIPMENT,3.7-A,DEMONSTRATION,O&M Training And Demonstration,"Train Owner's maintenance personnel to adjust, operate, and maintain loading dock equipment.",Train Owner maintenance
998,115313,LABORATORY FUME HOODS,1.4-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.,Product Data
999,115313,LABORATORY FUME HOODS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details.",elevations
1000,115313,LABORATORY FUME HOODS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate details for anchoring fume hoods to permanent building construction including 
locations of blocking and other supports. Include calculations demonstrating that 
anchorages comply with seismic performance requirements.",supports
1001,115313,LABORATORY FUME HOODS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Indicate locations and types of service fittings together with associated service supply 
connection required.",supply connection required
1002,115313,LABORATORY FUME HOODS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate duct connections, electrical connections, and locations of access panels.",electrical connections
1003,115313,LABORATORY FUME HOODS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,"5. Include roughing-in information for mechanical, plumbing, and electrical connections.",plumbing
1004,115313,LABORATORY FUME HOODS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Show adjacent walls, doors, windows, other building components, laboratory casework, 
and other laboratory equipment. Indicate clearances from the above items.",Show adjacent walls
1005,115313,LABORATORY FUME HOODS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,"7. Include layout of fume hoods in relation to lighting fixtures and air-conditioning registers 
and grilles.",Include layout
1006,115313,LABORATORY FUME HOODS,1.4-B-8,ACTION SUBMITTALS,Shop Drawings,8. Include coordinated dimensions for laboratory equipment specified in other Sections.,Sections
1007,115313,LABORATORY FUME HOODS,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For fume hoods indicated to comply with seismic performance 
requirements and design criteria.",Delegated-Design Submittal
1008,115313,LABORATORY FUME HOODS,1.5-A,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : Showing compliance with specified performance requirements for as-
manufactured containment and static pressure loss, based on evaluation of comprehensive tests
performed by manufacturer and witnessed bya qualified testing agency.",Product Test Reports
1009,115313,LABORATORY FUME HOODS,1.5-B,INFORMATIONAL SUBMITTALS,Reports,Source quality-control reports.,Source quality-control reports
1010,115313,LABORATORY FUME HOODS,1.5-C,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.,Field quality-control reports
1011,115313,LABORATORY FUME HOODS,1.6-A,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"Furnish complete touchup kit for each type and color of fume hood finish provided. Include fillers,
primers, paints, and other materials necessary to perform permanent repairs to damaged fume
hood finish.",Furnish complete touchup
1012,115313,LABORATORY FUME HOODS,2.9-A,SOURCE QUALITY CONTROL,O&M Training And Demonstration,"Demonstrate fume hood performance before shipment by testing fume hoods according to
ASHRAE 110 as modified in ""Performance Requirements"" Article. Provide testing facility,
instruments, equipment, and materials needed for tests.",Demonstrate fume hood
1013,118226,FACILITY WASTE COMPACTORS,1.3-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Inspect and discuss electrical, plumbing, and sprinkler roughing-in; equipment bases; and 
other preparatory work specified elsewhere.",equipment bases
1014,118226,FACILITY WASTE COMPACTORS,1.3-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review coordination of chute and diverter locations with waste compactors.,Review coordination
1015,118226,FACILITY WASTE COMPACTORS,1.3-A-3,PREINSTALLATION MEETINGS,Meetings,"3. Review sanitary requirements for water bibs, floor drains, and grease traps if required for 
Project to reduce decomposition and odors.",Review sanitary requirements
1016,118226,FACILITY WASTE COMPACTORS,1.3-A-4,PREINSTALLATION MEETINGS,Meetings,"4. Review haul routes of waste to the compactor, route of hauler's equipment, and 
protections along these routes that are specified elsewhere.",Review haul routes
1017,118226,FACILITY WASTE COMPACTORS,1.3-A-5,PREINSTALLATION MEETINGS,Meetings,"5. Review required testing, inspection, and certification procedures.",inspection
1018,118226,FACILITY WASTE COMPACTORS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include rated capacities, operating characteristics, furnished specialties and accessories, 
and finishes.",Include rated capacities
1019,118226,FACILITY WASTE COMPACTORS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details.",elevations
1020,118226,FACILITY WASTE COMPACTORS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of equipment assemblies. Indicate dimensions, weights, loads, required 
clearances, method of field assembly, components, and location and size of each field 
connection. 
",Include details
1021,118226,FACILITY WASTE COMPACTORS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Dimension chute and diverter locations that interface with waste compactors.,Dimension chute
1022,118226,FACILITY WASTE COMPACTORS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Include location and installation details of automatic sprinkler in hopper of each chute- 
fed compactor.",fed compactor
1023,118226,FACILITY WASTE COMPACTORS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate equipment access points and required space for equipment service and operation.,service and operation
1024,118226,FACILITY WASTE COMPACTORS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Include setting drawings, templates, and instructions for installing anchor bolts and other 
anchorages.",Include setting drawings
1025,118226,FACILITY WASTE COMPACTORS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,"7. Include diagrams for power, signal, and control wiring.",signal
1026,118226,FACILITY WASTE COMPACTORS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
1027,118226,FACILITY WASTE COMPACTORS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of waste compactor.,Product Certificates
1028,118226,FACILITY WASTE COMPACTORS,1.5-C,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.,Field quality-control reports
1029,118226,FACILITY WASTE COMPACTORS,1.6-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For waste compactors to include in operation and 
maintenance manuals.",Maintenance Data
1030,118226,FACILITY WASTE COMPACTORS,1.6-B,CLOSEOUT SUBMITTALS,Maintenance Service,"Continuing Maintenance Proposal : From Installer to Owner, in the form ofa standard five-year 
maintenance agreement, starting on date maintenance service is concluded. State services,
obligations, conditions, and terms for agreement period and for future renewal options.",Continuing Maintenance Proposal
1031,118226,FACILITY WASTE COMPACTORS,3.4-A,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Service : Beginning at Substantial Completion, initial maintenance service shall 
include 12 months' full maintenance by skilled employees of waste-compactor Installer. Include
monthly preventive maintenance, repair, or replacement of worn or defective components,
lubrication, cleaning, and adjusting as required for proper waste-compactor operation. Parts and
supplies shall be manufacturer's authorized replacement parts and supplies.",Beginning at Substantial
1032,122413,ROLLER WINDOW SHADES,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, features, finishes, and operating instructions for roller shades.",Include construction details
1033,122413,ROLLER WINDOW SHADES,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Motor-Operated Shades: Include details of installation and diagrams for power, signal, and 
control wiring.",Motor-Operated Shades
1034,122413,ROLLER WINDOW SHADES,1.3-C,ACTION SUBMITTALS,Samples,"Samples : For each exposed product and for each color and texture specified, 10 inches long.",inches long
1035,122413,ROLLER WINDOW SHADES,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Shadeband Material: Not less than 3 inches square. Mark interior face of material if 
applicable.",inches square
1036,122413,ROLLER WINDOW SHADES,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Roller Shade: Full-size operating unit, not less than 16 inches wide by 36 inches long for 
each type of roller shade indicated.",Full-size operating unit
1037,122413,ROLLER WINDOW SHADES,1.3-D-3,ACTION SUBMITTALS,Samples,"3. Installation Accessories: Full-size unit, not less than 10 inches long.",Installation Accessories
1038,122413,ROLLER WINDOW SHADES,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
1039,122413,ROLLER WINDOW SHADES,1.4-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of shadeband material.,Product Certificates
1040,122413,ROLLER WINDOW SHADES,1.4-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each type of shadeband material, for tests performed bya qualified 
testing agency.",Product Test Reports
1041,122413,ROLLER WINDOW SHADES,1.5-A,CLOSEOUT SUBMITTALS,O&M Manuals,Operation and Maintenance Data : For roller shades to include in maintenance manuals.,Maintenance Data
1042,122413,ROLLER WINDOW SHADES,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Roller Shades: Full-size units equal to 5 percent of quantity installed for each size, color, 
and shadeband material indicated, but no fewer than two units.",Roller Shades
1043,122413,ROLLER WINDOW SHADES,1.7-B-1,QUALITY ASSURANCE,Mockups,"1. Approval of mockups does not constitute approval of deviations from the Contract 
Documents contained in mockups unless Architect specifically approves such deviations 
in writing.",Contract Documents contained
1044,122413,ROLLER WINDOW SHADES,1.7-B-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion.",Substantial Completion
