Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
102233,ACCORDION FOLDING PARTITIONS,1.5-C-3,ACTION SUBMITTALS,Samples,3. Edge Material: Not less than full width by 3 inches long.
102233,ACCORDION FOLDING PARTITIONS,1.5-C-4,ACTION SUBMITTALS,Samples,4. Hardware: Manufacturer's standard exposed door-operating device.
102233,ACCORDION FOLDING PARTITIONS,1.5-D-1,ACTION SUBMITTALS,Delegated-Design Submittal,1. Include design calculations for seismic restraints that brace tracks to structure above.
102233,ACCORDION FOLDING PARTITIONS,1.6-A-1,INFORMATIONAL SUBMITTALS,Coordination Drawings,"1. Partition track, track supports and seismic bracing, switches, turning space, and storage 
layout."
102233,ACCORDION FOLDING PARTITIONS,1.6-A-2,INFORMATIONAL SUBMITTALS,Coordination Drawings,2. Suspended ceiling components.
102233,ACCORDION FOLDING PARTITIONS,1.6-A-3,INFORMATIONAL SUBMITTALS,Coordination Drawings,3. Structural members to which suspension systems will be attached.
102233,ACCORDION FOLDING PARTITIONS,1.6-A-4,INFORMATIONAL SUBMITTALS,Coordination Drawings,4. Size and location of initial access modules for acoustical tile.
102233,ACCORDION FOLDING PARTITIONS,1.6-A-5,INFORMATIONAL SUBMITTALS,Coordination Drawings,"5. Items penetrating finished ceiling, including the following: 
a. Lighting fixtures. 
b. HVAC ductwork, outlets, and inlets. 
c. Speakers. 
d. Sprinklers. 
e. Smoke detectors."
102233,ACCORDION FOLDING PARTITIONS,1.6-B,INFORMATIONAL SUBMITTALS,Drawings,"Setting Drawings : For embedded items and cutouts required in other work, including support-
beam, mounting-hole template."
102233,ACCORDION FOLDING PARTITIONS,1.6-C,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
102233,ACCORDION FOLDING PARTITIONS,1.6-D,INFORMATIONAL SUBMITTALS,Certificates,"Product Certificates : For each type of accordion folding partition, from manufacturer."
102233,ACCORDION FOLDING PARTITIONS,1.6-E,INFORMATIONAL SUBMITTALS,Certificates,"Material Certificates : For each textile dye lot, signed by manufacturers."
102233,ACCORDION FOLDING PARTITIONS,1.6-F,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each accordion folding partition, for tests performed bya qualified 
testing agency."
102233,ACCORDION FOLDING PARTITIONS,1.6-G,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.
102233,ACCORDION FOLDING PARTITIONS,1.6-H,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranty.
102233,ACCORDION FOLDING PARTITIONS,1.7-A-1,CLOSEOUT SUBMITTALS,O&M Manuals,"1. In addition to items specified in Section 017823 ""Operation and Maintenance Data,"" 
include the following: 
a. Facing materials and finishes for exposed trim and accessories. Include precautions 
for cleaning materials and methods that could be detrimental to finishes and 
performance. 
b. Seals, hardware, track, carriers, and other operating components. 
c. Electric operator and controls."
102233,ACCORDION FOLDING PARTITIONS,1.7-B,CLOSEOUT SUBMITTALS,Qualification Data,"Installer Qualifications : An entity that employs installers and supervisors who are trained and 
approved by manufacturer."
102233,ACCORDION FOLDING PARTITIONS,1.8-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Faulty operation of accordion folding partitions. 
b. Deterioration of metals, metal finishes, and other materials beyond normal use."
102233,ACCORDION FOLDING PARTITIONS,1.8-A-2,WARRANTY,Special Warranty,2. Warranty Period: Five years from date of Substantial Completion.
102233,ACCORDION FOLDING PARTITIONS,1.8-A-3,WARRANTY,Special Warranty,"3. Warranty Period for Pantographic Frames, Trolleys, and Tracks: 10 years from date of 
Substantial Completion."
102233,ACCORDION FOLDING PARTITIONS,3.4-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain accordion folding partitions."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.4-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, numbered panel installation sequence, and 
attachments to other work."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate stacking and operating clearances. Indicate location and installation requirements 
for hardware and track, blocking, and direction of travel."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-C-1,ACTION SUBMITTALS,Samples,"1. Panel Edge Material: Not less than 3 inches long. 
"
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-C-2,ACTION SUBMITTALS,Samples,2. Glass: Units 12 inches square.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-C-3,ACTION SUBMITTALS,Samples,3. Hardware: One of each exposed door-operating device.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.5-D-1,ACTION SUBMITTALS,Delegated-Design Submittal,1. Include design calculations for seismic restraints that brace tracks to structure above.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-1,INFORMATIONAL SUBMITTALS,Coordination Drawings,"1. Partition track, track supports and bracing, switches, turning space, and storage layout."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-2,INFORMATIONAL SUBMITTALS,Coordination Drawings,2. Suspended ceiling components.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-3,INFORMATIONAL SUBMITTALS,Coordination Drawings,3. Structural members to which suspension systems are attached.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-4,INFORMATIONAL SUBMITTALS,Coordination Drawings,4. Size and location of initial access modules for acoustical tile.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-5,INFORMATIONAL SUBMITTALS,Coordination Drawings,"5. Items penetrating finished ceiling, including the following: 
a. Lighting fixtures. 
b. HVAC ductwork, outlets, and inlets. 
c. Speakers. 
d. Sprinklers. 
e. Smoke detectors. 
f. Access panels."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-A-6,INFORMATIONAL SUBMITTALS,Coordination Drawings,6. Plenum acoustical barriers.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-B,INFORMATIONAL SUBMITTALS,Drawings,"Setting Drawings : For embedded items and cutouts required in other work, including support-
beam, mounting-hole template."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-C,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For qualified Installer.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-D-1,INFORMATIONAL SUBMITTALS,Certificates,"1. Basis for Certification: Indicate whether certification is based on analysis, testing, or 
experience data, according to ASCE/SEI 7."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-D-2,INFORMATIONAL SUBMITTALS,Certificates,"2. Detailed description of partition anchorage devices on which the certification is based 
and their installation requirements."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-E,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of operable glass-panel partition.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-F,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each operable glass-panel partition, for tests performed bya qualified 
testing agency."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.6-G,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranty.
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.7-A-1,CLOSEOUT SUBMITTALS,O&M Manuals,"1. In addition to items specified in Section 017823 ""Operation and Maintenance Data,"" 
include the following: 
a. Panel finish and finishes for exposed trim and accessories. Include precautions for 
cleaning materials and methods that could be detrimental to finishes and 
performance. 
b. Seals, hardware, track, track switches, carriers, and other operating components."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.7-B,CLOSEOUT SUBMITTALS,Qualification Data,"Installer Qualifications : An entity that employs installers and supervisors who are trained and 
approved by manufacturer."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.9-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Faulty operation of operable glass-panel partitions. 
b. Deterioration of metals, metal finishes, and other materials beyond normal use."
102239.13,FOLDING GLASS-PANEL PARTITIONS,1.9-A-2,WARRANTY,Special Warranty,2. Warranty Period: Two years from date of Substantial Completion.
102239.13,FOLDING GLASS-PANEL PARTITIONS,3.4-A,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Service : Beginning at Substantial Completion, maintenance service shall include 
12 months' full maintenance by manufacturer's authorized service representative. Include
quarterly preventive maintenance, repair or replacement of worn or defective components,
lubrication, cleaning, and adjusting as required for proper operable-partition operation. Parts
and supplies shall be manufacturer's authorized replacement parts and supplies."
102239.13,FOLDING GLASS-PANEL PARTITIONS,3.5-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain operable glass-panel partitions."
102600,WALL AND DOOR PROTECTION,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, impact strength, dimensions of 
individual components and profiles, and finishes."
102600,WALL AND DOOR PROTECTION,1.3-A-2,ACTION SUBMITTALS,Product Data,"2. Include fire ratings of units recessed in fire-rated walls and listings for door-protection 
items attached to fire-rated doors."
102600,WALL AND DOOR PROTECTION,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
102600,WALL AND DOOR PROTECTION,1.3-C-1,ACTION SUBMITTALS,Samples,"1. Wall Guards: 12 inches long. Include examples of joinery, corners, end caps, top caps, 
and field splices. 
Corner Guards: 12 inches long. Include example top caps."
102600,WALL AND DOOR PROTECTION,1.4-A,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of handrail.
102600,WALL AND DOOR PROTECTION,1.4-B,INFORMATIONAL SUBMITTALS,Certificates,Material Certificates : For each type of exposed plastic material.
102600,WALL AND DOOR PROTECTION,1.4-C,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty.
102600,WALL AND DOOR PROTECTION,1.5-A-1,CLOSEOUT SUBMITTALS,Maintenance Data,"1. Include recommended methods and frequency of maintenance for maintaining best 
condition of plastic covers under anticipated traffic and use conditions. Include 
precautions against using cleaning materials and methods that may be detrimental to 
finishes and performance."
102600,WALL AND DOOR PROTECTION,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Wall-Guard Covers: Full-size plastic covers of maximum length equal to 2 percent of 
each type, color, and texture of cover installed, but no fewer than two, 96-inch- long 
units."
102600,WALL AND DOOR PROTECTION,1.6-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Corner-Guard Covers: Full-size plastic covers of maximum length equal to 2 percent of 
each type, color, and texture of cover installed, but no fewer than two, 48-inch- long 
units."
102600,WALL AND DOOR PROTECTION,1.6-A-3,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"3. Mounting and Accessory Components: Amounts proportional to the quantities of extra 
materials. Package mounting and accessory components with each extra material."
102600,WALL AND DOOR PROTECTION,1.8-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
 
a. Structural failures including detachment of components from each other or from 
the substrates, delamination, and permanent deformation beyond normal use. 
b. Deterioration of metals, metal finishes, plastics, and other materials beyond normal 
use."
102600,WALL AND DOOR PROTECTION,1.8-A-2,WARRANTY,Special Warranty,2. Warranty Period: Five years from date of Substantial Completion.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes."
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-2,ACTION SUBMITTALS,Product Data,"2. Include anchoring and mounting requirements, including requirements for cutouts in 
other work and substrate preparation."
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-A-3,ACTION SUBMITTALS,Product Data,3. Include electrical characteristics.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-B-1,ACTION SUBMITTALS,Samples,1. Approved full-size Samples will be returned and may be used in the Work.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-C-1,ACTION SUBMITTALS,Product Schedule,1. Identify locations using room designations indicated.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-C-2,ACTION SUBMITTALS,Product Schedule,2. Identify accessories using designations indicated.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.5-D-1,ACTION SUBMITTALS,Delegated-Design Submittal,"1. Include structural design calculations indicating compliance with specified structural- 
performance requirements."
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.6-A,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranties.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.7-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For accessories to include in maintenance manuals.
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.8-A-1,WARRANTY,Manufacturers Warranty,"1. Failures include, but are not limited to, visible silver spoilage defects."
102800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",1.8-A-2,WARRANTY,Manufacturers Warranty,2. Warranty Period: 10 years from date of Substantial Completion.
104413,FIRE PROTECTION CABINETS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Show door hardware, cabinet type, trim style, and panel style. Include roughing-in 
dimensions and details showing recessed-mounting method and relationships of box and 
trim to surrounding construction."
104413,FIRE PROTECTION CABINETS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachments to other work. 
 
RFI 037 - Samples Required for DFH,"
104413,FIRE PROTECTION CABINETS,1.4-C,ACTION SUBMITTALS,Samples,"Samples : For each type of exposed finish required. Drywall, Toilet Acc, FP Cabinets"
104413,FIRE PROTECTION CABINETS,1.4-D,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For each type of exposed finish required.
104413,FIRE PROTECTION CABINETS,1.4-E,ACTION SUBMITTALS,Samples,"Samples for Verification : For each type of exposed finish required, prepared on samples 6 by 6 
inches square."
104413,FIRE PROTECTION CABINETS,1.4-F,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For fire-protection cabinets. Coordinate final fire-protection cabinet schedule 
with fire-extinguisher schedule to ensure proper fit and function."
104413,FIRE PROTECTION CABINETS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For fire-protection cabinets to include in maintenance manuals.
104416,FIRE EXTINGUISHERS,1.3-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Review methods and procedures related to fire extinguishers including, but not limited to, 
the following: 
a. Schedules and coordination requirements."
104416,FIRE EXTINGUISHERS,1.4-A,ACTION SUBMITTALS,Product Data,"Product Data : For each type of product. Include rating and classification, material descriptions, 
dimensions of individual components and profiles, and finishes for fire extinguisher."
104416,FIRE EXTINGUISHERS,1.4-B,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For fire extinguishers. Coordinate final fire-extinguisher schedule with fire-
protection cabinet schedule to ensure proper fit and function."
104416,FIRE EXTINGUISHERS,1.5-A,INFORMATIONAL SUBMITTALS,Warranty,Warranty : Sample of special warranty.
104416,FIRE EXTINGUISHERS,1.6-A,CLOSEOUT SUBMITTALS,O&M Manuals,Operation and Maintenance Data : For fire extinguishers to include in maintenance manuals.
104416,FIRE EXTINGUISHERS,1.8-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Failure of hydrostatic test according to NFPA 10 when testing interval required by 
NFPA 10 is within the warranty period. 
b. Faulty operation of valves or release levers."
104416,FIRE EXTINGUISHERS,1.8-A-2,WARRANTY,Special Warranty,2. Warranty Period: Six years from date of Substantial Completion.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.10-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures. 
b. Faulty operation of locks or hardware. 
c. Deterioration of wood, finishes, and other materials beyond normal use."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.10-A-2,WARRANTY,Special Warranty,2. Warranty Period: Three years from date of Substantial Completion.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes for each type of locker and bench."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,2. Show details full size.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Show locations and sizes of furring, blocking, and hanging strips, including concealed 
blocking and reinforcement specified in other Sections."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-4,ACTION SUBMITTALS,Shop Drawings,4. Show locations and sizes of cutouts and holes for items installed in lockers.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-5,ACTION SUBMITTALS,Shop Drawings,"5. Show locker fillers, trim, base, sloping tops, and accessories."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-B-6,ACTION SUBMITTALS,Shop Drawings,6. Show locker identification system and numbering sequence.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-1,ACTION SUBMITTALS,Samples,1. High-pressure decorative laminates.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-2,ACTION SUBMITTALS,Samples,2. Thermoset decorative overlay panels.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-C-3,ACTION SUBMITTALS,Samples,3. Carpet.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-1,ACTION SUBMITTALS,Samples,"1. Plastic-laminate-clad panels, not less than 8 by 10 inches, for each type, color, pattern, 
and surface finish, with separate samples of unfaced panel product used for core."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-2,ACTION SUBMITTALS,Samples,"2. Thermoset decorative-overlay-surfaced panels, not less than 8 by 10 inches, for each 
type, color, pattern, and surface finish. 
"
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-3,ACTION SUBMITTALS,Samples,"3. Corner pieces of locker front frame joints between stiles and rail, as well as exposed end 
pieces, not less than 18 inches wide by 18 inches high by 6 inches deep."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-4,ACTION SUBMITTALS,Samples,"4. Exposed cabinet hardware and accessories, one unit for each type and finish."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.3-D-5,ACTION SUBMITTALS,Samples,"5. Carpet, not less than 8 by 10 inches, for each type, color, and pattern."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.4-B,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty.
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.5-A,CLOSEOUT SUBMITTALS,Maintenance Data,"Maintenance Data : For adjusting, repairing, and replacing locker doors and latching 
mechanisms to include in maintenance manuals."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.6-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Locker doors, complete with specified door hardware. Furnish no fewer than five doors 
of each type and color installed."
105123,PLASTIC-LAMINATE-CLAD LOCKERS,1.6-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Units of the following locker hardware items equal to 10 percent of amount installed for 
each type and finish installed, but no fewer than five units: 
a. Hinges. 
b. Pulls. 
c. Shelf rests. 
d. Cylinder locks. 
e. Hooks."
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-A,SUBMITTALS,Product Data,"Submit manufacturers product data. Include construction details, material descriptions,
profiles and finishes of components."
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-B,SUBMITTALS,Shop Drawings,"Submit shop drawings. Include plans, elevations, and details."
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-C-1,SUBMITTALS,Samples,"1. When requested, submit samples for each exposed finish required, in same thickness 
and material indicated for the work and in size indicated below. If finishes involve 
normal color variations, include sample sets consisting of two or more units showing 
the full range of variations expected. 
a. Sandwich panels: 7x12 units 
b. Factory finished aluminum: 5 long sections"
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-D,SUBMITTALS,Certificates,"Submit Installer Certificate, signed by installer, certifying compliance with project
qualification requirements."
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-E-1,SUBMITTALS,Performance Data,"1. Reports required (if applicable) are: 
a. International Building Code Evaluation Report (AC 177) 
 
b. Flame Spread and Smoke Developed (UL 723) Submit UL Card 
c. Burn Extent (ASTM D 635) 
d. Color Difference (ASTM D 2244) 
e. Impact Strength (UL 972) 
f. Bond Tensile Strength (ASTM C 297 after aging by ASTM D 1037) 
g. Bond Shear Strength (ASTM D 1002) 
h. Beam Bending Strength (ASTM E 72) 
i. Insulation U-Factor (NFRC 100 or ASTM C-236) 
j. 1200F Fire Resistance (SWRI) 
k. Fall Through Resistance (ASTM E 661) 
l. Class A Roof Covering Burning Brand (ASTM E 108)"
107300,PRE-ENGINEERED CANOPY SYSTEM,1.2-F,SUBMITTALS,Delegated-Design Submittal,Delegated-Design Submittal : For pre-engineered canopy system.
107300,PRE-ENGINEERED CANOPY SYSTEM,1.3-A,CLOSEOUT SUBMITTALS,Maintenance Data,Provide project maintenance manuals.
107300,PRE-ENGINEERED CANOPY SYSTEM,1.5-C-1,PERFORMANCE REQUIREMENTS,Delegated-Design Submittal,"1. Include structural analysis data signed and sealed by the qualified professional engineer 
responsible for their preparation."
107300,PRE-ENGINEERED CANOPY SYSTEM,1.7-A,WARRANTY,Warranty,"Provide manufacturer's and installer's written warranty agreeing to repair or replace canopy
system work, which fails in materials or workmanship within five year from the date of
delivery. Failure of materials or workmanship shall include leakage, excessive deflection,
deterioration of finish on metal in excess of normal weathering, defects in accessories,
insulated translucent sandwich panels and other components of the work."
111316,LOADING DOCK SEALS AND SHELTERS,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes."
111316,LOADING DOCK SEALS AND SHELTERS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Include electrical characteristics of inflatable blower motor.
111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Detail assemblies and indicate dimensions, weights, required clearances, method of field 
assembly, components, and location and size of anchors and field connection."
111316,LOADING DOCK SEALS AND SHELTERS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Include diagrams for power, signal, and control wiring of inflatable blower motor."
111316,LOADING DOCK SEALS AND SHELTERS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type of fabric indicated.
111316,LOADING DOCK SEALS AND SHELTERS,1.5-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For inflatable units to include in operation and maintenance 
manuals."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-1,WARRANTY,Manufacturers Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures including cracked or broken structural support members, load- 
bearing welds, and front and rear hinges. 
b. Faulty operation of operators, control system, or hardware. 
c. Deck plate failures including cracked plate or permanent deformation in excess of 
1/4 inch between deck supports. 
d. Hydraulic system failures including failure of hydraulic seals and cylinders."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-2,WARRANTY,Manufacturers Warranty,2. Warranty Period for Structural Assembly: 10 years from date of Substantial Completion.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-3,WARRANTY,Manufacturers Warranty,3. Warranty Period for Hydraulic System: Five years from date of Substantial Completion.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.11-A-4,WARRANTY,Manufacturers Warranty,"4. Warranty shall be for unlimited usage of leveler for the specified rated capacity over the 
term of the warranty."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Inspect and discuss electrical roughing-in, equipment bases, and other preparatory work 
specified elsewhere."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review sequence of operation for each type of loading dock equipment.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-3,PREINSTALLATION MEETINGS,Meetings,3. Review coordination of interlocked equipment specified in this Section and elsewhere.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.5-A-4,PREINSTALLATION MEETINGS,Meetings,"4. Review required testing, inspecting, and certifying procedures."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes for stationary loading dock equipment."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-A-2,ACTION SUBMITTALS,Product Data,"2. Include rated capacities, operating characteristics, electrical characteristics, and furnished 
specialties and accessories."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of equipment assemblies. Indicate dimensions, weights, loads, required 
clearances, method of field assembly, components, and location and size of anchors and 
each field connection."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.6-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Include diagrams for power, signal, and control wiring."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-C-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. Indicate compliance of dock levelers with requirements in MH 30.1 for determining rated 
capacity based on comprehensive testing within last two years of current products."
111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-C-2,INFORMATIONAL SUBMITTALS,Test Reports,2. Submittal Form: According to MH 30.1.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.7-D,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For manufacturer's special warranty.
111319,STATIONARY LOADING DOCK EQUIPMENT,1.8-A,CLOSEOUT SUBMITTALS,O&M Manuals,"Operation and Maintenance Data : For stationary loading dock equipment to include in operation 
and maintenance manuals."
111319,STATIONARY LOADING DOCK EQUIPMENT,3.6-A,MAINTENANCE SERVICE,Maintenance Data,"Beginning at Substantial Completion, maintenance service shall include 12 months' full
maintenance by skilled employees of loading dock equipment Installer. Include preventive
maintenance, repair or replacement of worn or defective components, lubrication, cleaning, and
adjusting as required for proper loading dock equipment operation at rated speed and capacity.
Parts and supplies shall be manufacturer's authorized replacement parts and supplies."
111319,STATIONARY LOADING DOCK EQUIPMENT,3.7-A,DEMONSTRATION,O&M Training And Demonstration,"Train Owner's maintenance personnel to adjust, operate, and maintain loading dock equipment."
115313,LABORATORY FUME HOODS,1.4-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
115313,LABORATORY FUME HOODS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and attachment details."
